citing_opinion_id,citation,antecedent_name,candidate_oids
18069,707 N.W.2d 75,In re A.B.,14386|14387
18072,2006 ND 56,In re G.R.H.,14479|14480
18072,711 N.W.2d 587,In re G.R.H.,14479|14480
19670,2008 ND 210,In re Pederson Trust,15084|15085
19670,757 N.W.2d 740,In re Pederson Trust,15084|15085
18075,2006 ND 19,In re M.B.,14410|14411
18075,709 N.W.2d 11,,14410|14411
19676,2022 ND 123,,18040|18052
19658,969 N.W.2d 442,Inc.,17947|17948
19657,744 N.W.2d 724,In re P.F.,14899|14900
19711,2000 ND 129,In re N.C.C.,13193|13194
19711,612 N.W.2d 561,In re N.C.C.,13193|13194
18034,969 N.W.2d 442,Inc.,17947|17948
18014,2004 ND 8,"In re
W.O.",13931|13932
18014,673 N.W.2d 264,,13931|13932
19708,969 N.W.2d 442,Inc.,17947|17948
17995,2008 ND 51,In re B.B.,14926|14927
17995,746 N.W.2d 411,In re B.B.,14926|14927
17951,2000 ND 101,"State
ex rel. D.D. v. G.K.",13168|13169
17951,611 N.W.2d 179,"State
ex rel. D.D. v. G.K.",13168|13169
17964,670 N.W.2d 864,,13896|13897
17945,2000 ND 203,Logan v. Bush,13290|13291
17945,621 N.W.2d 314,Logan v. Bush,13290|13291
17926,2008 ND 185,In re R.A.S.,15061|15062
17926,756 N.W.2d 771,In re R.A.S.,15061|15062
19608,2000 ND 222,In re C.R.H.,13281|13282
19608,620 N.W.2d 175,In re C.R.H.,13281|13282
19613,2009 ND 19,In re Adoption of H.G.C.,15144|15145
19613,761 N.W.2d 565,In re Adoption of H.G.C.,15144|15145
19613,2002 ND 111,In re R.K.,13592|13593
19613,646 N.W.2d 699,In re R.K.,13592|13593
17879,2012 ND 91,Inc.,15846|15849
17879,816 N.W.2d 80,,15846|15849
17869,2009 ND 195,In re Conservatorship of T.K.,15297|15298
17869,775 N.W.2d 496,,15297|15298
19596,2010 ND 43,State ex rel. N.D. Dep’t of Labor v. Riemers,15368|15369
19596,779 N.W.2d 649,State ex rel. N.D. Dep’t of Labor v. Riemers,15368|15369
17881,719 N.W.2d 384,,14582|14583
17880,2000 ND 50,"In re
 K.M.G.",13096|13097
17880,607 N.W.2d 248,"In re
 K.M.G.",13096|13097
17855,2010 ND 27,In re H.K.,15353|15354
17855,778 N.W.2d 764,,15353|15354
17855,2010 ND 84,"In
re A.R.",15405|15406
17855,781 N.W.2d 644,"In
re A.R.",15405|15406
17810,744 N.W.2d 724,In re P.F.,14899|14900
17810,2006 ND 56,In re G.R.H.,14479|14480
17810,711 N.W.2d 587,In re G.R.H.,14479|14480
19634,2010 ND 9,In re B.B.,15325|15326
19634,777 N.W.2d 350,In re B.B.,15325|15326
17784,2010 ND 243,Inc.,15556|15557
17784,792 N.W.2d 911,,15556|15557
17757,780 N.W.2d 688,,15398|15399
17756,2006 ND 56,In re G.R.H.,14479|14480
17756,711 N.W.2d 587,In re G.R.H.,14479|14480
17756,2006 ND 22,In re B.V.,14400|14401
17756,708 N.W.2d 877,,14400|14401
17756,2004 ND 57,"In re
D.V.A.",13976|13977
17756,676 N.W.2d 776,,13976|13977
19609,2000 ND 87,,13122|13123
19609,609 N.W.2d 418,,13122|13123
19543,2008 ND 185,,15061|15062
19543,756 N.W.2d 771,,15061|15062
19540,2005 ND 216,In re A.B.,14386|14387
19540,707 N.W.2d 75,In re A.B.,14386|14387
19538,2010 ND 4,Everett v. State,15332|15508
17725,903 N.W.2d 60,Wisham v. State,17072|17073
19529,632 N.W.2d 407,,13423|13424
17737,2003 ND 147,In re Shatzka,13872|13873
17737,669 N.W.2d 95,,13872|13873
17721,2009 ND 19,In re Adoption of H.G.C.,15144|15145
17721,761 N.W.2d 565,In re Adoption of H.G.C.,15144|15145
17721,2017 ND 13,Matter of C.D.G.E.,16834|16835
17721,889 N.W.2d 863,Matter of C.D.G.E.,16834|16835
17701,2000 ND 203,Logan v. Bush,13290|13291
17701,621 N.W.2d 314,Logan v. Bush,13290|13291
19524,2008 ND 185,Matter of R.A.S.,15061|15062
19524,756 N.W.2d 771,Matter of R.A.S.,15061|15062
19511,589 N.W.2d 201,,12808|12809
19507,2006 ND 56,Matter of G.R.H.,14479|14480
19507,711 N.W.2d 587,Matter of G.R.H.,14479|14480
19509,1997 ND 11,Matter of Estate of Brown,12365|12366
19509,559 N.W.2d 818,Matter of Estate of Brown,12365|12366
17673,589 N.W.2d 201,,12808|12809
19500,2006 ND 56,Matter of G.R.H.,14479|14480
19500,711 N.W.2d 587,Matter of G.R.H.,14479|14480
19479,2002 ND 211,In re Estate of Gleeson,13708|13709
19479,655 N.W.2d 69,In re Estate of Gleeson,13708|13709
19572,2008 ND 131,State v. T.L.,15007|15008
19572,751 N.W.2d 677,State v. T.L.,15007|15008
17623,2008 ND 210,,15084|15085
17623,757 N.W.2d 740,,15084|15085
17597,2010 ND 43,"State ex rel. N.D. Dep’t of Labor v.
Riemers",15368|15369
17597,779 N.W.2d 649,,15368|15369
17576,2005 ND 216,In re A.B.,14386|14387
17576,707 N.W.2d 75,In re A.B.,14386|14387
19451,2006 ND 96,In re J.M.,14503|14504
19451,713 N.W.2d 518,In re J.M.,14503|14504
19451,2008 ND 185,In re R.A.S.,15061|15062
19451,756 N.W.2d 771,In re R.A.S.,15061|15062
19430,2001 ND 83,C.R.C. v. C.R.C.,13362|13363
19430,625 N.W.2d 533,C.R.C. v. C.R.C.,13362|13363
17588,874 N.W.2d 910,P.C.,16652|16653
19444,2008 ND 210,In re Pederson Trust,15084|15085
19444,757 N.W.2d 740,In re Pederson Trust,15084|15085
19409,2006 ND 56,In re G.R.H.,14479|14480
19409,711 N.W.2d 587,In re G.R.H.,14479|14480
19409,2008 ND 185,In re R.A.S.,15061|15062
19409,756 N.W.2d 771,In re R.A.S.,15061|15062
19448,2006 ND 142,DeMers v. DeMers,14541|14542
19448,717 N.W.2d 545,DeMers v. DeMers,14541|14542
19404,2006 ND 96,In re J.M.,14503|14504
19404,713 N.W.2d 518,In re J.M.,14503|14504
17571,925 N.W.2d 396,,17425|17426
17565,918 N.W.2d 64,,17279|17280
17558,2000 ND 189,Farstveet v. Rudolph,13246|13407
17520,925 N.W.2d 396,,17425|17426
19373,1999 ND 110,Disciplinary Bd. v. Moe,12899|12900
19373,594 N.W.2d 317,Disciplinary Bd. v. Moe,12899|12900
17555,1999 ND 110,Disciplinary Bd. v. Moe,12899|12900
17555,594 N.W.2d 317,,12899|12900
17543,904 N.W.2d 34,,17091|17093
19364,2008 ND 185,Matter of R.A.S.,15061|15062
19364,756 N.W.2d 771,Matter of R.A.S.,15061|15062
17505,2008 ND 185,Matter of R.A.S.,15061|15062
17505,756 N.W.2d 771,Matter of R.A.S.,15061|15062
17531,920 N.W.2d 454,,17319|17320
17531,2008 ND 100,In re D.M.O.,14970|14971
17531,749 N.W.2d 517,,14970|14971
17482,2010 ND 4,Everett v. State,15332|15508
17477,918 N.W.2d 43,,17274|17275
17472,632 N.W.2d 407,,13423|13424
17451,909 N.W.2d 112,,17131|17132
19352,2006 ND 56,In re G.R.H.,14479|14480
19352,711 N.W.2d 587,In re G.R.H.,14479|14480
17457,924 N.W.2d 87,,17421|17422
17461,2006 ND 56,In re G.R.H.,14479|14480
17461,711 N.W.2d 587,In re G.R.H.,14479|14480
17460,632 N.W.2d 407,,13423|13424
17499,2010 ND 28,In re Berger,15350|15351
17499,778 N.W.2d 579,,15350|15351
17449,2006 ND 96,In re J.M.,14503|14504
17449,713 N.W.2d 518,,14503|14504
17441,2008 ND 9,In re J.S.,14888|14889
17441,743 N.W.2d 808,,14888|14889
17443,2000 ND 222,In re C.R.H.,13281|13282
17443,620 N.W.2d 175,,13281|13282
17391,76 N.D. 205,Chester v. Einarson,9128|20391
17402,2010 ND 27,In re H.K.,15353|15354
17402,778 N.W.2d 764,In re H.K.,15353|15354
17405,782 N.W.2d 346,,15411|15412
17383,908 N.W.2d 697,,17118|17119
17383,918 N.W.2d 43,,17274|17275
17378,911 N.W.2d 919,,17184|17185
17362,910 N.W.2d 868,,17162|17163
17362,2008 ND 131,State v. T.L.,15007|15008
17362,751 N.W.2d 677,,15007|15008
17381,2006 ND 47,In re F.F.,14465|14466
17381,711 N.W.2d 144,,14465|14466
17387,918 N.W.2d 43,,17274|17275
17387,910 N.W.2d 845,,17155|17156
17333,904 N.W.2d 34,,17091|17093
17342,2001 ND 203,In re D.P.,13479|13480
17342,636 N.W.2d 921,,13479|13480
17342,1999 ND 182,In re J.K.,12978|12979
17342,599 N.W.2d 337,,12978|12979
17342,2002 ND 132,In re D.Z.,13608|13609
17342,649 N.W.2d 231,,13608|13609
17342,2010 ND 131,In re C.A.H.,15467|15468
17342,785 N.W.2d 253,In re C.A.H.,15467|15468
17341,698 N.W.2d 474,,14267|14268
17341,1999 ND 182,In re J.K.,12978|12979
17341,599 N.W.2d 337,,12978|12979
17317,2006 ND 96,In re J.M.,14503|14504
17317,713 N.W.2d 518,,14503|14504
17359,2010 ND 35,Parisien v. Parisien,15360|15361
17359,779 N.W.2d 130,,15360|15361
17327,2011 ND 184,Inc.,15724|15725
17327,803 N.W.2d 818,,15724|15725
17295,874 N.W.2d 910,P.C.,16652|16653
17312,1999 ND 216,In re D.F.G.,13029|13030
17312,602 N.W.2d 697,,13029|13030
17312,2010 ND 46,In re K.J.,15365|15366
17312,779 N.W.2d 635,,15365|15366
17312,2004 ND 202,In re E.R.,14125|14126
17312,688 N.W.2d 384,,14125|14126
17321,2017 ND 13,Matter of C.D.G.E.,16834|16835
17321,889 N.W.2d 863,,16834|16835
17321,783 N.W.2d 12,,15429|15430
17321,688 N.W.2d 384,,14125|14126
17285,2012 ND 91,Inc.,15846|15849
17285,816 N.W.2d 80,Inc.,15846|15849
19287,2012 ND 91,Inc.,15846|15849
19287,816 N.W.2d 80,Inc.,15846|15849
17269,898 N.W.2d 406,,16971|16972
17253,2008 ND 9,In re J.S.,14888|14889
17253,743 N.W.2d 808,,14888|14889
17246,685 N.W.2d 748,,14089|14090
17245,2010 ND 84,In re A.R.,15405|15406
17245,781 N.W.2d 644,,15405|15406
17245,2010 ND 27,In re H.K.,15353|15354
17245,778 N.W.2d 764,,15353|15354
17232,2005 ND 122,Interest of Barros,14304|14305
17232,701 N.W.2d 402,,14304|14305
17250,2004 ND 138,In re T.T.,14051|14052
17250,681 N.W.2d 779,,14051|14052
17250,2010 ND 9,In re B.B.,15325|15326
17250,777 N.W.2d 350,,15325|15326
17250,2002 ND 78,In re J.R.,13570|13571
17250,643 N.W.2d 699,,13570|13571
17250,652 N.W.2d 341,,13657|13658
17250,653 N.W.2d 713,,13686|13687
17250,746 N.W.2d 411,,14926|14927
17250,709 N.W.2d 11,,14410|14411
17250,624 N.W.2d 686,,13351|13352
17223,744 N.W.2d 724,,14899|14900
19256,744 N.W.2d 724,,14899|14900
17226,713 N.W.2d 518,,14503|14504
17226,2002 ND 25,Interest of M.B.K.,13514|13515
17226,639 N.W.2d 473,,13514|13515
19268,911 N.W.2d 919,,17184|17185
17229,2007 ND 111,In re J.C.,14785|14786
17229,736 N.W.2d 451,,14785|14786
17229,2017 ND 13,Matter of C.D.G.E.,16834|16835
17229,889 N.W.2d 863,,16834|16835
17228,2008 ND 190,In re Estate of Samuelson,15073|15074
17228,757 N.W.2d 44,,15073|15074
17218,911 N.W.2d 919,,17184|17185
17219,736 N.W.2d 451,,14785|14786
17219,733 N.W.2d 232,,14756|14757
17219,2002 ND 178,Adoption of S.A.L.,13666|13667
17219,652 N.W.2d 912,,13666|13667
17192,2000 ND 129,In re N.C.C.,13193|13194
17192,612 N.W.2d 561,,13193|13194
17192,2003 ND 88,K.L.B. v. S.B.,13807|13808
17192,662 N.W.2d 277,,13807|13808
17174,698 N.W.2d 474,,14267|14268
17174,640 N.W.2d 733,,13546|13547
17174,742 N.W.2d 41,,14852|14853
17191,897 N.W.2d 326,,16962|16963
17166,782 N.W.2d 346,,15411|15412
17184,735 N.W.2d 855,,14775|14776
17153,756 N.W.2d 344,,15055|15056
17153,2010 ND 4,Everett v. State,15332|15508
19347,2002 ND 78,In re J.R.,13570|13571
19347,643 N.W.2d 699,,13570|13571
19347,2004 ND 138,In re T.T.,14051|14052
19347,681 N.W.2d 779,,14051|14052
19347,2010 ND 9,In re B.B.,15325|15326
19347,777 N.W.2d 350,,15325|15326
17171,2002 ND 211,In re Estate of Gleeson,13708|13709
17171,655 N.W.2d 69,,13708|13709
19246,782 N.W.2d 346,,15411|15412
17169,864 N.W.2d 424,,16504|16505
17138,2002 ND 78,In re J.R.,13570|13571
17138,643 N.W.2d 699,,13570|13571
17138,2004 ND 138,In re T.T.,14051|14052
17138,681 N.W.2d 779,,14051|14052
17138,2010 ND 9,In re B.B.,15325|15326
17138,777 N.W.2d 350,,15325|15326
17137,703 N.W.2d 285,,14322|14323
17139,765 N.W.2d 536,,15192|15193
17139,743 N.W.2d 117,,14878|14879
17139,2006 ND 146,Disciplinary Bd. v. Aakre,14555|14558
17139,718 N.W.2d 1,,14555|14558
17139,2006 ND 148,Disciplinary Bd. v. Korsmo,14570|14571
17139,718 N.W.2d 6,,14570|14571
19344,703 N.W.2d 285,,14322|14323
19343,765 N.W.2d 536,,15192|15193
19343,743 N.W.2d 117,,14878|14879
19343,2006 ND 146,Disciplinary Bd. v. Aakre,14555|14558
19343,718 N.W.2d 1,,14555|14558
19343,2006 ND 148,Disciplinary Bd. v. Korsmo,14570|14571
19343,718 N.W.2d 6,,14570|14571
17106,2005 ND 216,In re A.B.,14386|14387
17106,707 N.W.2d 75,,14386|14387
19332,2008 ND 131,In State v. T.L.,15007|15008
19332,751 N.W.2d 677,,15007|15008
17115,656 N.W.2d 661,,13722|13723
19322,2000 ND 129,In re N.C.C.,13193|13194
19322,612 N.W.2d 561,,13193|13194
19303,2000 ND 87,Disciplinary Bd. v. McDonald,13122|13123
19303,609 N.W.2d 418,,13122|13123
19303,2009 ND 196,,15292|15293
19303,774 N.W.2d 645,,15292|15293
19302,898 N.W.2d 406,,16971|16972
19276,653 N.W.2d 869,,13691|13692
19274,2010 ND 35,Parisien v. Parisien,15360|15361
19274,779 N.W.2d 130,,15360|15361
17102,779 N.W.2d 635,,15365|15366
17102,1999 ND 221,In re C.R.,13024|13025
17102,602 N.W.2d 520,,13024|13025
19293,764 N.W.2d 170,,15172|15173
19247,2009 ND 113,Inc.,15215|15216
19247,767 N.W.2d 171,,15215|15216
19243,785 N.W.2d 211,,15460|15461
17085,2009 ND 194,Matter of O.H.W.,15303|15304
17085,775 N.W.2d 73,,15303|15304
17103,95 N.W. 442,,5975|5976
17055,776 N.W.2d 572,,15317|15318
17070,2005 ND 75,State v. N.D. State Univ.,14223|14224
17070,694 N.W.2d 225,,14223|14224
17083,2004 ND 138,In re T.T.,14051|14052
17083,681 N.W.2d 779,,14051|14052
17083,2010 ND 9,In re B.B.,15325|15326
17083,777 N.W.2d 350,,15325|15326
17083,2002 ND 78,In re J.R.,13570|13571
17083,643 N.W.2d 699,,13570|13571
17036,743 N.W.2d 129,,14880|14881
17036,758 N.W.2d 660,,15092|15093
17050,2007 ND 138,State v. Washington,14799|14800
17050,737 N.W.2d 382,,14799|14800
17032,782 N.W.2d 638,,15422|15423
17031,2004 ND 138,Tibert v. Minto Grain,14051|14052
17029,2004 ND 8,,13931|13932
17029,673 N.W.2d 264,,13931|13932
17011,898 N.W.2d 406,,16971|16972
17011,611 N.W.2d 875,,13176|13177
17010,782 N.W.2d 638,,15422|15423
17008,765 N.W.2d 536,,15192|15193
17008,743 N.W.2d 117,,14878|14879
17008,2000 ND 87,Disciplinary Bd. v. McDonald,13122|13123
17008,609 N.W.2d 418,,13122|13123
16991,2009 ND 19,In re Adoption of H.G.C.,15144|15145
16991,761 N.W.2d 565,,15144|15145
16970,2017 ND 13,Matter of C.D.G.E.,16834|16835
16970,889 N.W.2d 863,,16834|16835
16970,2010 ND 43,State ex rel. Dep’t of Labor v. Riemers,15368|15369
16970,779 N.W.2d 649,,15368|15369
17023,632 N.W.2d 407,,13423|13424
17023,898 N.W.2d 406,,16971|16972
16994,620 N.W.2d 175,,13281|13282
16981,2008 ND 131,In re K.L. and M.S.,15007|15008
16981,751 N.W.2d 677,,15007|15008
16981,2007 ND 83,In re A.S.,14756|14757
16981,733 N.W.2d 232,,14756|14757
16981,1998 ND 129,In re L.F.,12709|12710
16981,580 N.W.2d 573,,12709|12710
16981,2004 ND 142,Interest of T.J.L.,14065|14066
16981,682 N.W.2d 735,,14065|14066
16981,2006 ND 30,In re D.D.,14405|14406
16981,708 N.W.2d 900,,14405|14406
16964,718 N.W.2d 2,,14559|14561
16958,2008 ND 185,Matter of R.A.S.,15061|15062
16958,756 N.W.2d 771,,15061|15062
16958,2010 ND 8,,15331|15333
16958,777 N.W.2d 62,,15331|15332|15333
16958,2009 ND 152,,15268|15269
16958,771 N.W.2d 585,,15268|15269
16958,2006 ND 56,Matter of G.R.H.,14479|14480
16958,711 N.W.2d 587,,14479|14480
16980,2008 ND 185,R.A.S.,15061|15062
16980,756 N.W.2d 771,,15061|15062
16953,632 N.W.2d 407,,13423|13424
16942,2010 ND 28,Berger,15350|15351
16942,778 N.W.2d 579,,15350|15351
16934,653 N.W.2d 869,,13691|13692
16933,725 N.W.2d 588,,14677|14678
16901,632 N.W.2d 407,,13423|13424
16899,756 N.W.2d 344,,15055|15056
16899,2010 ND 4,Everett v. State,15332|15508
16899,2010 ND 46,In re K.J.,15365|15366
16899,779 N.W.2d 635,,15365|15366
16899,632 N.W.2d 407,,13423|13424
16925,799 N.W.2d 53,,15657|15658
16922,698 N.W.2d 474,,14267|14268
16922,640 N.W.2d 733,,13546|13547
16922,786 N.W.2d 706,,15479|15480
16911,2006 ND 142,DeMers v. DeMers,14541|14542
16911,717 N.W.2d 545,,14541|14542
16911,799 N.W.2d 53,,15657|15658
16910,756 N.W.2d 344,,15055|15056
16910,2010 ND 4,Everett v. State,15332|15508
16881,2002 ND 211,Estate of Gleeson,13708|13709
16881,655 N.W.2d 69,,13708|13709
16878,685 N.W.2d 748,,14089|14090
16878,1999 ND 122,Judicial Conduct Comm’n v. Hoffman,12918|12919
16878,595 N.W.2d 592,,12918|12919
16877,1997 ND 96,L.C. v. R.P.,12440|12441
16877,563 N.W.2d 799,,12440|12441
16835,2007 ND 111,In re J.C.,14785|14786
16835,736 N.W.2d 451,,14785|14786
16834,2007 ND 111,In re J.C.,14785|14786
16834,736 N.W.2d 451,,14785|14786
16860,2002 ND 211,In re Estate of Gleeson,13708|13709
16860,655 N.W.2d 69,,13708|13709
16860,2006 ND 219,In re Guardianship & Conservatorship of Thomas,14637|14638
16860,723 N.W.2d 384,,14637|14638
16859,2011 ND 184,Inc.,15724|15725
16859,803 N.W.2d 818,,15724|15725
16856,2006 ND 142,DeMers v. DeMers,14541|14542
16856,717 N.W.2d 545,,14541|14542
19188,2002 ND 132,In re D.Z.,13608|13609
19188,649 N.W.2d 231,,13608|13609
16828,2002 ND 25,Interest of M.B.K.,13514|13515
16828,639 N.W.2d 473,,13514|13515
16828,2008 ND 222,In re G.R.H.,15101|15102
16828,758 N.W.2d 719,,15101|15102
16828,2008 ND 130,E.W.F.,15009|15010
16828,751 N.W.2d 686,,15009|15010
16828,2008 ND 185,Matter of R.A.S.,15061|15062
16828,756 N.W.2d 771,,15061|15062
16814,874 N.W.2d 910,,16652|16653
19169,2006 ND 47,In re F.F.,14465|14466
19169,711 N.W.2d 144,,14465|14466
16825,779 N.W.2d 635,,15365|15366
16799,673 N.W.2d 264,,13931|13932
16797,744 N.W.2d 724,,14899|14900
16796,864 N.W.2d 424,,16504|16505
16795,755 N.W.2d 835,,15035|15036
16795,743 N.W.2d 117,,14878|14879
16795,725 N.W.2d 191,,14669|14670
16795,724 N.W.2d 576,,14665|14666
16795,647 N.W.2d 126,,13598|13599
16766,2008 ND 130,In re E.W.F.,15009|15010
16766,751 N.W.2d 686,,15009|15010
16779,744 N.W.2d 724,,14899|14900
16752,864 N.W.2d 424,,16504|16505
16740,2005 ND 201,In re P.B.,14373|14374
16740,706 N.W.2d 78,,14373|14374
16738,632 N.W.2d 407,,13423|13424
16734,656 N.W.2d 661,,13722|13723
16734,703 N.W.2d 345,,14332|14333
16733,874 N.W.2d 910,,16652|16653
16732,765 N.W.2d 536,,15192|15193
16732,743 N.W.2d 117,,14878|14879
16732,1999 ND 229,Disciplinary Bd. v. Seaworth,13036|13037
16732,603 N.W.2d 176,,13036|13037
16732,2003 ND 22,Disciplinary Bd. v. McKechnie,13722|13723
16732,656 N.W.2d 661,,13722|13723
16732,2005 ND 153,Disciplinary Bd. v. Hoffman,14332|14333
16732,703 N.W.2d 345,,14332|14333
16732,701 N.W.2d 873,,14309|14310
16732,2008 ND 177,Disciplinary Bd. v. Tollefson,15045|15046
16732,755 N.W.2d 912,,15045|15046
16720,2002 ND 178,Adoption of S.A.L.,13666|13667
16720,652 N.W.2d 912,,13666|13667
16713,2008 ND 194,P.A. v. A.H.O.,15082|15083
16713,757 N.W.2d 58,,15082|15083
16713,799 N.W.2d 53,,15657|15658
16764,799 N.W.2d 53,,15657|15658
16704,2012 ND 257,Inc.,15975|15976
16704,825 N.W.2d 883,,15975|15976
16693,2006 ND 56,In re G.R.H.,14479|14480
16693,711 N.W.2d 587,,14479|14480
16706,2002 ND 211,In re Estate of Gleeson,13708|13709
16706,655 N.W.2d 69,,13708|13709
16706,2006 ND 219,In re Guardianship & Conservatorship of Thomas,14637|14638
16706,723 N.W.2d 384,,14637|14638
16706,2009 ND 195,In re Conservatorship of T.K.,15297|15298
16706,775 N.W.2d 496,,15297|15298
16716,782 N.W.2d 346,,15411|15412
16716,2008 ND 225,In re Peterson’s Dogs,15108|15109
16716,758 N.W.2d 749,,15108|15109
16700,1997 ND 134,In re B.E.M.,12478|12479
16700,566 N.W.2d 414,,12478|12479
16695,2008 ND 53,,14921|14922
16695,746 N.W.2d 181,,14921|14922
16694,756 N.W.2d 344,,15055|15056
16694,2010 ND 4,Everett v. State,15332|15508
16692,2004 ND 216,In re Adoption of H.R.W.,14136|14137
16692,689 N.W.2d 403,,14136|14137
16692,786 N.W.2d 706,,15479|15480
16692,2009 ND 19,In re Adoption of H.G.C.,15144|15145
16692,761 N.W.2d 565,,15144|15145
16681,2009 ND 208,Machart v. Machart,15320|15321
16681,776 N.W.2d 795,,15320|15321
16663,2008 ND 185,Matter of R.A.S.,15061|15062
16663,756 N.W.2d 771,,15061|15062
16680,704 N.W.2d 573,,14341|14342
16680,2000 ND 129,In re N.C.C.,13193|13194
16680,612 N.W.2d 561,,13193|13194
16642,2012 ND 257,MayPort Farmers Co-Op v. St. Hilaire Seed Co.,15975|15976
16642,825 N.W.2d 883,,15975|15976
16659,2005 ND 106,Klindt v. Pembina Cty. Water Res. Bd.,14256|14257
16659,697 N.W.2d 339,,14256|14257
16657,606 N.W.2d 108,,13076|13077
16634,2007 ND 166,Sayler,14832|14833
16653,2000 ND 189,"In
Farstveet v. Rudolph",13246|13407
16653,1999 ND 205,Disciplinary Bd. v. Boughey,13020|13021
16653,602 N.W.2d 268,,13020|13021
16636,632 N.W.2d 407,,13423|13424
16633,2005 ND 75,State of North Dakota v. N.D. State Univ.,14223|14224
16633,694 N.W.2d 225,,14223|14224
16632,2008 ND 185,In re Matter of R.A.S.,15061|15062
16632,756 N.W.2d 771,,15061|15062
16639,2012 ND 257,Inc.,15975|15976
16639,825 N.W.2d 883,,15975|15976
16628,701 N.W.2d 873,,14309|14310
16608,2002 ND 211,In re Estate of Gleeson,13708|13709
16608,655 N.W.2d 69,,13708|13709
16622,701 N.W.2d 873,,14309|14310
16612,2012 ND 257,Inc.,15975|15976
16612,825 N.W.2d 883,,15975|15976
16601,2009 ND 195,In re Conservatorship of T.K.,15297|15298
16601,775 N.W.2d 496,,15297|15298
16602,2002 ND 211,Estate of Gleeson,13708|13709
16602,655 N.W.2d 69,,13708|13709
16567,2003 ND 22,Disciplinary Bd. v. McKechnie,13722|13723
16567,656 N.W.2d 661,,13722|13723
16566,744 N.W.2d 724,,14899|14900
16566,2006 ND 56,In re G.R.H.,14479|14480
16566,711 N.W.2d 587,,14479|14480
16581,799 N.W.2d 53,,15657|15658
16570,589 N.W.2d 201,,12808|12809
16570,583 N.W.2d 385,,12737|12738
16597,709 N.W.2d 11,,14410|14411
16597,736 N.W.2d 451,,14785|14786
16597,779 N.W.2d 635,,15365|15366
16597,688 N.W.2d 384,,14125|14126
16597,602 N.W.2d 520,,13024|13025
16564,709 N.W.2d 717,,14421|14422
16564,656 N.W.2d 661,,13722|13723
16577,685 N.W.2d 748,,14089|14090
16560,2006 ND 96,In re J.M.,14503|14504
16560,713 N.W.2d 518,,14503|14504
16560,2006 ND 56,In re G.R.H.,14479|14480
16560,711 N.W.2d 587,,14479|14480
16560,2002 ND 25,In re M.B.K.,13514|13515
16560,639 N.W.2d 473,,13514|13515
16558,1998 ND 13,State v. Esparza,9485|12623
16544,685 N.W.2d 748,,14089|14090
19066,756 N.W.2d 344,,15055|15056
19066,2010 ND 4,Everett v. State,15332|15508
16535,2002 ND 137,U.S. Bank v. Koenig,13637|13638
16535,650 N.W.2d 820,,13637|13638
16531,2009 ND 196,,15292|15293
16531,774 N.W.2d 645,,15292|15293
16531,2006 ND 56,In re G.R.H.,14479|14480
16531,711 N.W.2d 587,,14479|14480
16557,2008 ND 130,In re E.W.F.,15009|15010
16557,751 N.W.2d 686,,15009|15010
16557,2006 ND 56,In re G.R.H.,14479|14480
16557,711 N.W.2d 587,,14479|14480
16557,2008 ND 185,In re R.A.S.,15061|15062
16557,756 N.W.2d 771,,15061|15062
16557,2007 ND 37,In re R.W.S.,14708|14709
16557,728 N.W.2d 326,,14708|14709
16539,2006 ND 219,In re Guardianship and Conservatorship of Thomas,14637|14638
16539,723 N.W.2d 384,,14637|14638
16501,2012 ND 91,LLC v. EOG Resources Inc.,15846|15849
16501,816 N.W.2d 80,,15846|15849
16526,786 N.W.2d 706,,15479|15480
16526,780 N.W.2d 688,,15398|15399
16518,2008 ND 185,Matter of R.A.S.,15061|15062
16518,756 N.W.2d 771,,15061|15062
16509,2000 ND 189,Farstveet v. Rudolph ex rel. Eileen Rudolph Estate,13246|13407
16510,2000 ND 101,State ex rel. D.D. v. G.K.,13168|13169
16510,611 N.W.2d 179,,13168|13169
16477,765 N.W.2d 536,,15192|15193
16477,743 N.W.2d 117,,14878|14879
16484,2011 ND 184,Inc.,15724|15725
16484,803 N.W.2d 818,,15724|15725
16460,2006 ND 22,In re B.V.,14400|14401
16460,708 N.W.2d 877,,14400|14401
16460,2009 ND 194,In re O.H.W.,15303|15304
16460,775 N.W.2d 73,,15303|15304
16460,2008 ND 130,Matter of E.W.F.,15009|15010
16460,751 N.W.2d 686,,15009|15010
16460,713 N.W.2d 518,,14503|14504
16460,2006 ND 56,Matter of G.R.H.,14479|14480
16460,711 N.W.2d 587,,14479|14480
16497,782 N.W.2d 638,,15422|15423
16494,632 N.W.2d 407,,13423|13424
16454,2008 ND 185,Matter of R.A.S.,15061|15062
16454,756 N.W.2d 771,,15061|15062
16462,744 N.W.2d 724,,14899|14900
16446,679 N.W.2d 257,,14007|14008
16406,785 N.W.2d 195,,15457|15458
16406,656 N.W.2d 661,,13722|13723
16400,2008 ND 185,Matter of R.A.S.,15061|15062
16400,756 N.W.2d 771,,15061|15062
16397,743 N.W.2d 129,,14880|14881
16397,758 N.W.2d 660,,15092|15093
16396,2003 ND 182,In re L.D.,13904|13905
16396,671 N.W.2d 791,,13904|13905
16396,1999 ND 182,In re J.K.,12978|12979
16396,599 N.W.2d 337,,12978|12979
16396,2002 ND 132,In re D.Z.,13608|13609
16396,649 N.W.2d 231,,13608|13609
16393,2005 ND 122,In re Guardianship of Barros,14304|14305
